idx,SEX_GBN,AGE_GBN,JOB_GBN,ADD_GBN,INCOME_GBN,MARRY_Y,DOUBLE_IN,NUMCHILD,TOT_ASSET,ASS_FIN,ASS_REAL,ASS_ETC,M_TOT_SAVING,M_JEOK,CHUNG_Y,M_FUND_STOCK,M_FUND,M_STOCK,M_SAVING_INSUR,M_CHUNG,TOT_DEBT,D_SHINYONG,D_DAMBO,D_JUTEAKDAMBO,D_JEONSEA,RETIRE_NEED,FOR_RETIRE,TOT_YEA,TOT_JEOK,TOT_CHUNG,TOT_FUND,TOT_ELS_ETE,TOT_SOBI,M_CRD_SPD
31981,2,4,9,4,2,1,,,110,100,0,10,5,0,,0,0,0,0,0,0,0,0,0,0,100,0,,,,,,80,3146000
31983,1,4,2,4,4,1,,,57060,4060,50000,3000,60,0,5,0,0,0,25,10,31000,0,31000,29000,0,200,0,,,1000,,,100,3809610
31988,2,4,7,5,5,1,,,16870,15870,0,1000,280,80,,0,0,0,80,0,0,0,0,0,0,200,200,9000,2000,,,,100,2639625
31989,1,2,9,3,1,1,,,1040,540,0,500,15,0,5,0,0,0,0,2,0,0,0,0,0,,0,150,,220,,,50,1316087
31994,1,3,9,2,5,1,,,38630,630,28000,10000,80,0,5,0,0,0,0,0,10200,0,10000,10000,0,,0,,,50,,,150,3211358
31995,1,5,2,5,6,2,2,1,23500,4500,18000,1000,20,0,5,0,0,0,0,0,1100,0,0,0,0,,0,2000,,200,,,400,2860741
31997,2,4,9,4,7,2,2,2,39200,1200,34000,4000,100,100,,0,0,0,0,0,8730,200,7000,7000,0,300,0,,700,,,,400,3146000
31998,2,5,9,4,5,2,2,2,54250,7750,46000,500,90,30,5,10,10,0,25,10,800,0,0,0,0,280,15,1000,200,350,1500,1500,350,2624100
31999,1,4,8,2,3,1,,,26200,200,26000,0,1,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,200,3615840
32002,1,2,2,4,4,1,,,150,50,0,100,50,0,,0,0,0,0,0,0,0,0,0,0,,50,,,,,,100,1437017
32003,1,2,9,2,7,1,,,190000,50000,125000,15000,300,100,,0,0,0,100,0,0,0,0,0,0,,150,15000,5000,,,,800,1369899
32014,1,3,9,4,4,2,2,3,34450,650,31800,2000,200,100,,0,0,0,0,0,650,0,0,0,150,,0,,200,,300,,200,3414512
32018,1,2,9,3,2,1,,,8630,200,8350,80,10,0,,0,0,0,0,0,500,0,0,0,0,,0,,100,,,,50,1316087
32019,1,5,8,5,5,2,2,2,22700,700,21000,1000,25,0,,0,0,0,0,0,2000,0,2000,2000,0,,10,,,,,,300,2860741
32031,1,4,2,2,7,2,2,1,78830,26830,52000,0,320,180,5,20,20,0,90,5,2600,0,2600,2600,0,300,90,15000,1700,600,1500,,400,3615840
32038,2,3,2,2,6,2,2,1,87880,25880,60000,2000,200,120,,0,0,0,0,0,2800,0,0,0,0,,60,5000,2000,,780,,250,2932871
32040,1,4,2,4,6,2,1,2,34830,7830,26000,1000,130,90,5,10,10,0,10,10,10000,0,10000,10000,0,300,50,300,300,400,300,750,350,3809610
32043,1,2,7,4,7,1,,,10100,2100,0,8000,500,100,5,0,0,0,0,15,0,0,0,0,0,,50,,600,200,,,600,1437017
32045,1,2,3,5,3,1,,,1400,1000,0,400,45,0,5,30,30,0,0,2,0,0,0,0,0,,10,500,,240,60,,40,1405288
32046,1,2,8,4,2,1,,,1880,1880,0,0,92,60,5,0,0,0,20,2,0,0,0,0,0,,0,140,60,200,1000,,55,1437017
32056,1,5,9,4,2,1,,3,105,105,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,500,0,,,,,,150,3106659
32058,1,5,2,5,3,2,2,3,36300,1300,30000,5000,20,0,,20,10,10,0,0,500,0,0,0,0,,0,,,,200,,200,2860741
32061,1,2,9,3,1,1,,,100,100,0,0,10,0,,0,0,0,0,0,50,0,0,0,0,,0,,,,,,30,1316087
32066,1,2,2,2,7,1,,,45000,3000,42000,0,1000,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,100,1369899
32067,1,5,2,4,6,2,1,1,100760,760,100000,0,20,0,5,0,0,0,0,0,5720,0,4120,4000,0,,0,100,,500,,,300,3106659
32069,1,4,4,4,7,2,1,1,73500,29000,43000,1500,150,0,,0,0,0,100,0,0,0,0,0,0,400,100,,,,,,700,3809610
32071,1,5,3,4,2,1,,2,3850,1550,300,2000,10,0,,0,0,0,0,0,900,0,0,0,0,,0,,,,,,100,3106659
32072,2,5,2,4,7,2,2,3,225500,23500,200000,2000,2500,0,5,200,200,0,0,0,0,0,0,0,0,,0,,,1000,10000,1000,1500,2624100
32083,1,3,2,5,3,1,,,8700,5700,0,3000,100,90,5,0,0,0,0,10,0,0,0,0,0,,50,,5000,200,,,100,3146348
32086,2,4,3,4,6,2,2,2,48260,2260,43000,3000,100,50,5,0,0,0,30,4,2800,0,1800,1800,0,300,30,240,360,200,,,290,3146000
32087,1,2,2,5,3,1,,,1500,500,0,1000,100,0,,0,0,0,0,0,800,0,0,0,0,,0,,,,,,100,1405288
32089,2,2,9,2,2,1,,,2830,830,0,2000,50,30,5,0,0,0,0,10,0,0,0,0,0,,0,,200,50,,,100,1741465
32090,2,2,2,4,2,1,,,11350,1350,0,10000,80,50,5,0,0,0,0,3,0,0,0,0,0,,10,500,600,200,,,75,1741706
32092,2,5,2,2,6,2,2,1,23550,3550,20000,0,50,40,5,0,0,0,0,10,0,0,0,0,0,,0,1000,50,500,,,400,2568835
32095,2,5,3,2,6,2,2,1,69000,15000,50000,4000,200,150,,0,0,0,50,0,1350,0,0,0,0,,50,10000,500,,,,300,2568835
32096,1,2,2,4,3,1,,,1968,1968,0,0,160,0,5,30,0,30,0,2,0,0,0,0,0,,36,1100,,240,,,40,1437017
32099,2,5,8,2,4,1,,1,7890,890,7000,0,50,20,5,0,0,0,0,10,230,0,0,0,230,,20,,40,300,,,88,2568835
32111,2,4,2,4,6,1,,,6800,5300,0,1500,200,90,,0,0,0,0,0,0,0,0,0,0,200,100,100,600,,1000,,300,3146000
32115,1,5,7,1,6,2,1,2,5300,1800,3000,500,100,0,,0,0,0,80,0,3250,0,0,0,0,,0,,,,,,400,4970759
32119,2,5,4,4,3,1,,,7030,5730,0,1300,80,50,5,0,0,0,0,0,8200,0,8200,8200,0,,0,,1000,300,1500,,120,2624100
32123,2,5,9,2,6,2,2,2,86700,26700,58000,2000,150,130,5,0,0,0,0,20,2000,0,0,0,0,500,0,10000,1000,1000,3000,,400,2568835
32126,1,2,9,5,1,1,,,1336,100,236,1000,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,28,1405288
32128,1,2,8,1,3,1,,,4000,4000,0,0,100,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,30,1437457
32130,1,3,8,3,2,2,1,2,600,100,500,0,1,0,,0,0,0,0,0,1040,250,0,0,0,,0,,,,,,120,3232276
32131,2,2,7,2,3,1,,,2200,700,500,1000,70,70,,0,0,0,0,0,200,0,0,0,0,,0,200,300,,,,10,1741465
32137,2,4,2,4,7,2,2,2,35370,2370,30000,3000,150,60,5,0,0,0,20,15,9000,0,9000,9000,0,350,20,,220,500,,,450,3146000
32138,1,3,2,2,6,2,2,2,68500,13000,55000,500,150,150,,0,0,0,0,0,0,0,0,0,0,,30,,5000,,,,450,3211358
32141,2,2,9,2,1,1,,,1250,250,0,1000,30,30,,0,0,0,0,0,0,0,0,0,0,,0,100,50,,,,10,1741465
32144,2,5,7,2,2,1,,,11300,1300,5000,5000,10,0,5,0,0,0,3,5,0,0,0,0,0,,10,,,300,,,50,2568835
32146,1,4,9,4,4,2,1,2,27600,3600,23000,1000,50,0,5,0,0,0,0,0,3012,0,0,0,3012,250,0,1000,,500,,,300,3809610
32147,2,4,8,4,3,1,,,44900,12400,32000,500,100,0,,50,50,0,30,0,0,0,0,0,0,200,80,,,,1000,5000,100,3146000
32154,1,5,2,5,7,2,1,2,37900,400,37000,500,400,0,,0,0,0,0,0,15600,2000,10000,10000,0,,0,,,,,,250,2860741
32155,1,3,2,2,3,1,,,205,200,0,5,80,30,,0,0,0,0,0,0,0,0,0,0,,1,,100,,,,100,3211358
32156,1,3,8,4,2,2,1,,23951,1451,22000,500,60,10,5,9,0,9,6,10,1100,0,1100,0,0,,0,50,55,760,,,100,3414512
32159,1,3,2,5,3,1,,,1950,650,0,1300,50,0,,0,0,0,0,0,1500,0,0,0,0,,0,250,,,100,,200,3146348
32161,2,4,9,4,3,1,,,32140,3190,28500,450,70,50,5,0,0,0,10,0,0,0,0,0,0,200,0,,1000,300,,700,140,3146000
32162,2,5,8,2,2,2,2,1,5250,150,5000,100,10,0,,0,0,0,0,0,0,0,0,0,0,150,0,,,,,,150,2568835
32167,1,3,4,4,7,2,2,2,27800,19800,7000,1000,400,300,,0,0,0,50,0,0,0,0,0,0,,10,8000,8000,,,,250,3414512
32168,1,5,2,4,6,2,2,2,162500,5500,152000,5000,20,0,,0,0,0,20,0,0,0,0,0,0,,15,,,,,,550,3106659
32173,1,5,2,2,3,2,1,2,37570,11070,26000,500,120,10,5,0,0,0,27,7,5525,0,5000,5000,0,,10,,300,320,,,130,3038873
32177,1,5,2,4,3,2,2,2,40210,200,40000,10,10,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,150,3106659
32181,1,2,9,5,3,1,,,855,650,200,5,10,5,,0,0,0,0,0,50,0,0,0,50,,0,,500,,,,150,1405288
32184,1,4,8,2,6,2,2,1,16550,16500,0,50,130,0,5,0,0,0,40,0,15,0,0,0,0,100,40,13000,,300,,,300,3615840
32185,1,4,2,2,7,2,2,2,46700,2700,42000,2000,10,10,,0,0,0,0,0,1000,0,1000,1000,0,500,0,1000,200,,,,400,3615840
32195,2,5,2,4,6,2,2,2,18660,2660,15000,1000,110,40,,0,0,0,30,0,10000,0,6800,6800,0,,60,500,200,,,,300,2624100
32199,2,5,6,5,7,2,2,3,49960,8960,38000,3000,500,200,5,0,0,0,100,20,0,0,0,0,0,,300,60,200,800,,,400,2188927
32200,2,2,2,3,2,1,,,1373,870,500,3,115,70,5,0,0,0,10,2,0,0,0,0,0,,10,,300,150,,,30,1693477
32201,1,2,3,2,2,1,,,1700,1700,0,0,100,100,,0,0,0,0,0,0,0,0,0,0,,10,800,800,,,,90,1369899
32203,1,4,8,4,4,1,,,35950,5950,30000,0,70,35,5,0,0,0,0,5,300,0,0,0,0,200,20,,2000,150,,,170,3809610
32204,2,4,2,4,4,2,2,2,29100,100,27000,2000,10,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,290,3146000
32209,1,2,2,3,3,1,,,3150,150,0,3000,50,20,,30,0,30,0,0,0,0,0,0,0,,0,,50,,,,120,1316087
32210,2,4,8,4,7,2,2,2,128850,5350,116000,7500,150,0,5,0,0,0,0,30,750,750,0,0,0,250,50,500,700,350,,,300,3146000
32212,1,5,8,5,3,1,,2,500,200,100,200,80,0,,0,0,0,0,0,500,500,0,0,0,,0,,,,,,100,2860741
32230,1,4,2,4,4,2,1,2,5960,360,5500,100,18,0,5,5,5,0,0,10,4100,0,0,0,4100,180,0,,,60,50,,290,3809610
32235,1,3,3,4,6,2,2,1,26000,6000,15000,5000,300,270,,0,0,0,0,0,6000,6000,0,0,0,,20,3000,2000,,,,200,3414512
32238,1,2,3,4,4,1,,,3500,2500,0,1000,50,25,,0,0,0,0,0,0,0,0,0,0,,0,1000,1000,,,,50,1437017
32247,2,2,2,3,6,1,,,1650,1350,0,300,200,0,,0,0,0,40,0,0,0,0,0,0,,0,100,,,,,300,1693477
32251,2,2,9,2,3,1,,,1050,1000,40,10,100,100,,0,0,0,0,0,50,0,0,0,0,,70,800,100,,,,100,1741465
32252,1,3,9,4,6,1,,,10674,1674,0,9000,75,0,,0,0,0,40,0,2953,400,0,0,0,,0,,,,,,300,3414512
32255,1,2,9,3,1,1,,,800,300,500,0,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,50,1316087
32256,1,2,9,2,4,1,,,1700,700,0,1000,50,0,,0,0,0,0,0,500,0,500,500,0,,0,,,,50,,100,1369899
32260,2,4,8,4,5,2,2,2,22200,200,22000,0,5,0,,0,0,0,0,0,17100,300,16800,16800,0,250,0,,,,,,200,3146000
32264,1,4,9,2,6,2,2,,67500,7500,55000,5000,150,0,,0,0,0,100,0,0,0,0,0,0,150,100,,,,,,250,3615840
32265,1,2,9,5,2,1,,,990,490,0,500,5,0,,0,0,0,0,0,110,10,0,0,0,,0,140,250,,,,50,1405288
32266,2,5,3,5,7,2,2,2,137910,41410,93500,3000,450,20,5,80,80,0,77,0,5000,5000,0,0,0,,200,,1800,750,4800,,600,2188927
32267,1,3,3,4,3,1,,,9800,3800,5000,1000,150,110,5,0,0,0,20,5,0,0,0,0,0,,20,1500,500,500,,,100,3414512
32270,2,5,9,2,6,2,2,2,99230,16730,82000,500,150,15,5,0,0,0,80,0,5800,0,5800,5800,0,300,80,6000,200,1000,200,,300,2568835
32274,1,5,2,4,7,2,2,2,70120,34420,34000,1700,150,25,5,30,30,0,50,20,0,0,0,0,0,,50,4500,900,5260,3600,3000,550,3106659
32275,2,3,2,4,2,1,,,5430,1430,4000,0,35,15,5,0,0,0,11,2,260,0,0,0,260,,0,,250,300,,,120,2929480
32276,1,2,2,4,3,1,,,29860,1860,27000,1000,60,5,5,10,10,0,5,10,15000,0,0,0,15000,,10,,50,600,60,,50,1437017
32278,1,4,7,5,4,1,,,14500,1500,12000,1000,20,0,,0,0,0,0,0,0,0,0,0,0,250,0,,,,,,200,3380323
32283,2,5,7,4,7,2,1,2,64300,16300,45000,3000,236,0,5,50,0,50,0,10,26000,0,26000,26000,0,400,0,5000,,600,,,600,2624100
32290,2,4,3,4,7,2,2,1,115250,9250,101000,5000,100,0,5,0,0,0,60,10,15000,0,15000,15000,0,500,50,700,,400,450,200,250,3146000
32291,2,2,2,2,3,1,,,2370,1870,0,500,100,80,,0,0,0,0,0,400,0,0,0,0,,10,,1500,,,,150,1741465
32294,1,2,2,5,2,1,,,900,200,0,700,20,0,5,0,0,0,10,10,430,0,0,0,0,,20,,,80,,,130,1405288
32297,2,2,8,2,4,1,,,6410,4410,0,2000,220,150,5,0,0,0,45,5,0,0,0,0,0,,50,2000,1000,200,,,100,1741465
32298,1,4,8,2,2,1,,,25110,110,25000,0,2,0,,0,0,0,0,0,1500,0,1500,1500,0,150,0,,,,,,80,3615840
32304,2,4,3,4,6,2,2,2,47350,4850,40000,2500,260,50,5,0,0,0,80,0,1000,0,1000,1000,0,300,80,,100,200,,,320,3146000
32311,1,2,2,4,2,1,,,1500,1000,0,500,50,50,,0,0,0,0,0,800,0,0,0,0,,50,,700,,,,70,1437017
32315,1,4,7,2,4,2,1,2,1080,280,0,800,1,0,,0,0,0,0,0,0,0,0,0,0,250,0,,,,,,300,3615840
32317,2,5,2,4,6,2,2,2,42240,2240,39000,1000,200,0,,0,0,0,0,0,0,0,0,0,0,200,0,2000,,,,,400,2624100
32323,1,4,9,4,6,2,1,1,41570,5070,35000,1500,100,20,5,0,0,0,30,10,6200,0,5200,5200,0,300,0,,420,230,,,300,3809610
32336,1,2,8,4,2,1,,,800,300,0,500,50,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,100,1437017
32337,1,2,2,4,4,1,,,19000,9000,10000,0,100,20,5,20,10,10,5,10,4250,50,0,0,3500,,50,,5000,500,500,100,150,1437017
32341,1,2,9,2,3,1,,,4100,2600,1500,0,50,40,5,0,0,0,0,10,2100,400,0,0,0,,40,500,400,900,,,150,1369899
32342,2,5,7,2,3,2,1,2,30500,10000,20000,500,50,30,,0,0,0,0,0,0,0,0,0,0,,10,1000,5000,,,,150,2568835
32344,1,3,2,4,7,2,2,2,78000,2000,70000,6000,100,40,5,25,15,10,0,0,27600,0,27000,27000,0,,0,250,200,300,150,,600,3414512
32345,2,4,3,4,4,1,,,6150,5050,0,1100,100,40,5,0,0,0,30,10,0,0,0,0,0,200,30,1000,1000,500,,,150,3146000
32350,2,2,4,2,7,1,,,2430,1930,0,500,30,13,5,0,0,0,0,2,0,0,0,0,0,,0,200,1000,430,,,80,1741465
32358,2,2,9,4,2,1,,,50,50,0,0,50,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,40,1741706
32359,2,2,9,5,2,1,,,1300,700,500,100,40,30,,0,0,0,5,0,0,0,0,0,0,,0,,500,,,,100,1682269
32374,1,5,2,2,7,2,2,1,76100,2100,67000,7000,200,200,,0,0,0,0,0,30000,0,30000,30000,0,,20,500,1000,,,,500,3038873
32375,2,4,7,4,6,2,2,2,37300,4000,32000,1300,30,10,,10,10,0,0,0,7500,0,7500,7500,0,300,0,,2000,,700,,300,3146000
32377,2,4,9,4,6,2,2,2,24600,9600,15000,0,150,80,5,0,0,0,5,15,0,0,0,0,0,200,10,5000,2000,500,,,350,3146000
32378,1,2,7,5,2,1,,,110,110,0,0,70,0,,0,0,0,0,0,2000,0,0,0,0,,0,,,,,,5,1405288
32379,1,2,9,2,2,1,,,780,280,500,0,12,10,5,0,0,0,0,2,0,0,0,0,0,,0,,50,200,,,80,1369899
32384,1,4,9,2,6,2,2,,50300,300,50000,0,10,0,,0,0,0,0,0,0,0,0,0,0,200,0,,,,,,200,3615840
32386,1,2,2,4,3,1,,,3400,400,0,3000,100,100,,0,0,0,0,0,0,0,0,0,0,,10,50,300,,,,80,1437017
32394,2,3,2,2,6,2,2,1,22850,850,20000,2000,50,10,,0,0,0,10,0,14000,2000,11000,11000,0,,0,100,50,,,,500,2932871
32397,2,5,9,2,6,2,2,3,48700,12700,32000,4000,150,120,5,0,0,0,0,15,0,0,0,0,0,,150,,10000,2000,,,350,2568835
32402,1,2,2,4,3,1,,,9678,4678,0,5000,125,125,,0,0,0,0,0,0,0,0,0,0,,125,,2281,,,,60,1437017
32405,1,2,8,2,2,1,,,200,200,0,0,80,0,,0,0,0,0,0,900,0,0,0,0,,20,,,,,,80,1369899
32408,2,3,9,4,6,2,2,2,15740,740,14500,500,100,0,5,0,0,0,30,0,1400,0,0,0,0,,0,,,300,,,100,2929480
32411,2,4,9,4,7,2,2,1,60000,5000,52500,2500,120,0,,120,120,0,0,0,17500,0,17500,17500,0,500,0,,,,2500,,350,3146000
32439,1,3,9,5,2,1,,,5800,600,5000,200,1,0,,0,0,0,0,0,0,0,0,0,0,,0,500,,,,,50,3146348
32442,1,2,9,4,6,1,,,2555,2000,0,555,50,30,,0,0,0,0,0,250,0,150,100,50,,0,1000,500,,,,200,1437017
32443,1,2,9,2,3,1,,,5800,800,0,5000,100,0,,0,0,0,0,0,200,0,0,0,50,,0,500,,,200,,100,1369899
32445,2,3,9,2,2,1,,,111100,1100,100000,10000,100,0,,0,0,0,0,0,310,0,310,0,0,,0,1000,,,,,100,2932871
32455,1,4,8,5,6,2,2,2,26500,500,24000,2000,50,0,,0,0,0,0,0,0,0,0,0,0,50,0,,,,,,450,3380323
32460,1,4,9,5,3,2,1,1,1650,650,0,1000,5,3,,0,0,0,0,0,1000,0,0,0,0,150,0,,500,,,,180,3380323
32462,1,2,9,5,1,1,,,2051,50,2000,1,20,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,68,1405288
32463,1,3,9,4,7,2,1,1,40000,7500,26500,6000,300,300,,0,0,0,0,0,6240,0,6200,6200,0,,60,,2000,,,,400,3414512
32466,1,5,8,4,2,1,,1,2300,200,2000,100,30,0,,0,0,0,30,0,0,0,0,0,0,200,0,,,,,,60,3106659
32475,2,5,9,1,1,1,,,400,100,300,0,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,40,3730941
32476,1,4,2,5,4,1,,,10380,380,0,10000,150,0,,0,0,0,0,0,200,0,0,0,0,200,0,,,,,,180,3380323
32483,1,2,8,4,3,1,,,790,790,0,0,115,100,5,0,0,0,0,5,420,0,0,0,0,,10,,350,200,,,100,1437017
32486,1,3,9,4,4,1,,,5040,30,5000,10,30,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,200,3414512
32491,2,5,2,3,7,2,2,1,18399,7399,6000,5000,200,0,,0,0,0,200,0,0,0,0,0,0,,100,100,99,,,,300,2274012
32495,2,5,9,4,5,2,2,2,36070,3070,32000,1000,100,100,,0,0,0,0,0,0,0,0,0,0,150,20,,3000,,,,300,2624100
32496,1,4,2,5,3,2,2,2,11210,200,10010,1000,2,0,,0,0,0,0,0,0,0,0,0,0,150,0,,,,,,20,3380323
32499,1,3,2,5,6,2,2,2,46500,500,43000,3000,50,0,,0,0,0,0,0,2000,0,2000,2000,0,,0,,,,,,400,3146348
32502,2,2,2,2,6,1,,,7200,2200,5000,0,300,150,,0,0,0,150,0,0,0,0,0,0,,100,,1000,,,,150,1741465
32506,1,5,2,1,6,2,1,2,101050,35050,65000,1000,200,0,,200,0,200,0,0,0,0,0,0,0,,0,,,,,30000,300,4970759
32510,1,3,8,4,6,2,2,3,305,300,0,5,15,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,90,3414512
32511,1,2,2,5,2,1,,,1175,1175,0,0,40,0,,0,0,0,0,0,0,0,0,0,0,,40,1000,,,,,40,1405288
32512,1,3,2,5,2,1,,,150,100,0,50,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,10,3146348
32514,1,3,6,4,7,1,,,124500,64500,50000,10000,1000,35,5,0,0,0,40,0,0,0,0,0,0,,0,10000,10000,2000,10000,500,2000,3414512
32515,1,5,4,4,7,2,2,2,10582,582,10000,0,500,300,5,0,0,0,100,50,0,0,0,0,0,,100,,301,60,,,300,3106659
32518,1,5,8,4,6,2,1,2,64000,16000,45000,3000,400,0,,0,0,0,40,0,0,0,0,0,0,,300,,,,,,250,3106659
32519,1,3,8,4,3,1,,,12450,450,10000,2000,40,0,,0,0,0,0,0,8800,0,7000,7000,0,,0,,,,,,100,3414512
32522,1,5,2,1,7,2,2,2,161400,27400,130000,4000,150,0,5,0,0,0,80,0,12300,1800,10000,10000,0,,80,,,1000,5000,5000,120,4970759
32524,2,3,9,4,7,2,2,2,29000,500,26000,2500,400,0,5,0,0,0,0,10,100,0,0,0,0,,0,,,400,,,350,2929480
32526,2,5,8,4,2,1,,1,8250,150,8000,100,1,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,100,2624100
32534,1,4,2,4,4,2,2,2,30300,4300,24500,1500,40,20,5,0,0,0,10,0,0,0,0,0,0,200,20,1500,600,300,,,250,3809610
32535,2,2,2,4,2,1,,,885,685,0,200,90,80,5,0,0,0,0,10,0,0,0,0,0,,5,,400,60,,,50,1741706
32545,1,4,2,4,5,2,2,2,29100,100,26000,3000,1,0,,0,0,0,0,0,14500,0,14500,14500,0,300,0,,,,,,150,3809610
32547,1,4,2,4,5,2,1,1,25600,100,25000,500,50,0,,0,0,0,0,0,190,0,0,0,0,300,0,,,,,,300,3809610
32549,1,5,2,4,7,2,1,2,51000,17000,31000,3000,150,100,5,0,0,0,0,50,0,0,0,0,0,,50,,8500,2000,,,300,3106659
32553,1,2,2,4,3,1,,,7170,2170,0,5000,40,30,5,0,0,0,0,10,0,0,0,0,0,,0,1700,120,50,,,60,1437017
32555,2,2,7,2,3,1,,,300,300,0,0,50,0,,0,0,0,0,0,300,0,0,0,0,,0,,,,,,100,1741465
32557,1,5,3,4,4,2,2,1,31200,200,30000,1000,30,0,,0,0,0,0,0,5000,0,0,0,0,,0,,,,,,100,3106659
32559,2,2,9,4,3,1,,,542,242,300,0,5,0,5,0,0,0,0,5,930,0,240,0,0,,0,,,200,,,80,1741706
32562,1,5,2,4,7,2,2,2,28180,2180,25000,1000,50,0,,0,0,0,50,0,4000,1000,3000,3000,0,,20,,,,2000,,300,3106659
32564,1,2,2,2,3,1,,,3700,700,0,3000,100,0,,0,0,0,0,0,0,0,0,0,0,,30,,,,,,100,1369899
32565,1,5,2,4,5,2,1,3,67200,700,65000,1500,35,0,,0,0,0,0,0,10850,0,10000,10000,0,,0,,,,,,380,3106659
32569,2,3,9,4,3,1,,,5930,30,5500,400,10,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,,90,2929480
32572,1,2,2,2,4,2,2,,28800,300,26000,2500,30,0,,0,0,0,0,0,6000,0,6000,6000,0,,0,,,,,,170,1369899
32576,1,2,8,3,4,1,,,4420,2420,0,2000,150,110,,0,0,0,0,0,0,0,0,0,0,,0,2000,300,,,,150,1316087
32583,2,4,2,4,6,2,2,1,46500,2500,40000,4000,200,0,5,0,0,0,30,20,13500,1500,12000,12000,0,300,50,200,,100,,,300,3146000
32591,2,3,2,4,7,2,2,,44700,2700,41000,1000,300,200,5,0,0,0,70,10,11000,0,10000,10000,0,,70,,1400,300,,,150,2929480
32594,1,3,2,4,3,1,,,58370,3270,50100,5000,100,100,,0,0,0,0,0,0,0,0,0,0,,10,70,3000,,,,120,3414512
32595,1,4,9,5,3,1,,,31290,4090,22200,5000,80,0,,0,0,0,80,0,0,0,0,0,0,150,30,,,,,,80,3380323
32597,2,5,9,4,4,2,2,3,5201,200,5000,1,1,0,,0,0,0,0,0,24800,0,22000,22000,0,300,0,,,,,,200,2624100
32602,2,3,2,4,4,1,,,1130,630,500,0,20,0,5,0,0,0,0,5,830,800,30,0,0,,0,,,100,,,200,2929480
32604,2,4,2,4,7,2,2,3,51510,2010,49000,500,187,120,5,0,0,0,27,15,11400,0,10300,10300,0,200,0,,200,60,,,300,3146000
32613,2,2,2,4,3,1,,,4582,4082,0,500,100,90,5,0,0,0,0,10,0,0,0,0,0,,5,,4000,52,,,100,1741706
32615,2,3,2,4,6,1,,,3980,3480,0,500,100,0,5,0,0,0,90,10,250,0,0,0,0,,40,,,650,,,350,2929480
32619,1,4,2,4,5,2,2,,29228,4228,24500,500,30,10,5,0,0,0,5,10,18100,1500,15300,14000,0,250,10,,240,1500,,,300,3809610
32623,2,3,2,4,6,2,2,,3000,1900,100,1000,15,0,5,0,0,0,0,2,2600,0,0,0,2600,,0,200,,200,,,118,2929480
32627,1,3,2,4,7,2,2,2,2300,300,0,2000,30,0,,0,0,0,0,0,4000,4000,0,0,0,,0,100,,,,,600,3414512
32629,1,5,9,5,7,2,2,2,65200,5200,55000,5000,60,0,,10,0,10,0,0,9500,5000,3000,3000,0,,0,,,,,1000,500,2860741
32631,1,3,3,4,4,1,,,338,100,135,103,100,0,,0,0,0,0,0,101,0,0,0,0,,100,,,,,,10,3414512
32641,1,3,2,4,6,2,2,,62300,16300,42000,4000,80,20,5,0,0,0,25,10,24000,0,24000,24000,0,,40,,2000,1000,,,100,3414512
32645,1,3,2,4,7,2,2,,38050,3050,30000,5000,150,130,5,0,0,0,0,20,0,0,0,0,0,,10,1500,500,1000,,,500,3414512
32646,1,3,2,4,6,2,2,,5507,3007,0,2500,87,55,5,0,0,0,0,2,3900,0,3900,3900,0,,0,,2500,57,,,200,3414512
32647,1,4,9,4,6,1,,,15650,5150,10000,500,100,0,5,0,0,0,40,0,1500,0,0,0,0,100,0,150,,100,200,,40,3809610
32651,2,3,2,4,6,2,2,,19300,2800,16000,500,45,10,5,0,0,0,10,2,10500,0,0,0,0,,0,1000,500,400,,,80,2929480
32652,1,4,2,4,4,2,1,1,31900,3900,27000,1000,30,20,5,0,0,0,0,10,6000,0,6000,6000,0,250,0,,1500,1000,1000,,250,3809610
32661,1,5,8,5,6,2,2,1,39350,2850,36000,500,150,0,5,0,0,0,80,2,16600,0,0,0,16000,,50,100,,400,,,300,2860741
32663,1,5,2,4,6,2,2,2,16600,100,16000,500,100,0,,0,0,0,0,0,5000,0,5000,5000,0,,50,,,,,,200,3106659
32665,1,2,8,4,4,2,2,1,16930,930,15000,1000,20,0,5,0,0,0,0,20,10770,0,9800,9800,0,,0,,,380,,,120,1437017
32668,2,3,8,4,5,1,,,81300,3300,65000,13000,10,0,5,0,0,0,0,10,0,0,0,0,0,,10,850,,300,2000,,32,2929480
